[BEGIN] 2/23/2014 5:35:17 PM40
00681	1.0
01036	1.0
01597	1.0
01607	1.0
01748	1.0
02254	1.0
02818	1.0
03109	1.0
03226	1.0
03608	1.0
{cs6360:~/BDJar} hadoop fs -cat /user/axr121530/Outpu39
00231	56.0
00606	56.0
00681	1.0
00693	25.0
00918	25.0
00926	25.0
00961	18.0
01002	23.6
01003	18.0
01020	35.0
01036	1.0
01040	37.0
01054	35.0
01060	35.166666666666664
01075	25.0
01095	18.0
01096	50.0
01125	18.0
01234	56.0
01267	25.0
01375	18.0
01379	47.5
01430	50.0
01450	50.0
01453	25.0
01464	35.0
01501	56.0
01519	35.0
01520	50.5
01531	45.0
01532	45.0
01536	42.5
01545	44.42857142857143
01562	37.0
01581	35.0
01597	1.0
01602	45.0
01603	45.0
01604	29.333333333333332
01605	45.0
01606	56.0
01607	1.0
01609	27.0
01612	45.0
01701	31.666666666666668
01702	18.0
01702-7224	50.0
01720	23.666666666666668
01742	37.0
01746	35.0
01748	1.0
01752	25.0
01760	25.0
01770	45.0
01772	45.0
01773	35.0
01775	35.0
01776	35.0
01778	50.0
01801	25.0
01850	25.0
01851	45.0
01852	56.0
01860	25.0
01864	25.0
01867	45.0
01880	45.0
01886	56.0
01890	30.0
01904-1355	45.0
01905	45.0
01915	25.333333333333332
01938	50.0
01940	35.0
01944	35.0
01950	35.0
01960	50.0
01982	45.0
02021	35.0
02026	18.0
02035	25.0
02038	29.333333333333332
02048	25.0
02062	25.0
02066	18.0
02067	45.0
02081	45.0
02090	50.0
02108	35.0
02109	18.0
02111	21.5
02113	35.0
02114	18.0
02115	31.25
02116	45.0
02118	21.5
02125	34.0
02127	35.0
02130	35.0
02131	23.666666666666668
02134	23.6
02135	30.375
02136-1522	56.0
02138	21.2
02139	26.272727272727273
02140	23.25
02141	22.666666666666668
02142	19.75
02143	24.6
02144	24.333333333333332
02146	25.0
02148	23.25
02149	25.0
02150	25.0
02151	31.5
02152	25.0
02155	35.0
02169	25.0
02171	35.0
02176	35.0
02215	19.166666666666668
02254	1.0
02322	9.5
02324	50.0
02332	13.0
02339	45.0
02346	35.0
02356	56.0
02359	25.0
02370	35.0
02420	37.5
02421	47.5
02430	25.0
02445	25.0
02446	21.4
02451	18.0
02452	20.333333333333332
02453	28.25
02454	18.0
02457	25.0
02460	31.666666666666668
02461	50.0
02464	18.0
02465	25.0
02468	56.0
02472	30.0
02474	50.0
02476	45.0
02478	25.0
02482	45.0
02494	25.0
02536	35.0
02542	25.0
02557	45.0
02571	25.0
02576	56.0
02601	18.0
02632	56.0
02651	50.0
02657	35.0
02718	50.0
02725-1010	35.0
02726	56.0
02766	35.0
02777	18.0
02780	18.0
02809	18.0
02816	35.0
02818	1.0
02828	25.0
02838	56.0
02840	25.0
02865	50.0
02871	26.5
02879	23.666666666666668
02882	18.0
02889	50.0
02891	25.0
02903	25.0
02906	9.5
02908	25.0
02912	18.0
03038	25.0
03051	25.0
03052	18.0
03054	40.0
03060	35.0
03062	42.5
03070	56.0
03106	18.0
03109	1.0
03110	25.0
03226	1.0
03255	25.0
03261	56.0
03301	41.666666666666664
03431	45.5
03440	56.0
03570	25.0
03608	1.0
03755	25.0
03756	1.0
03766	25.0
03768	45.0
03769	35.0
03801	56.0
03820	35.0
03824	35.0
03825	56.0
03840	45.0
03848	45.0
03851	50.0
03862	35.0
03867	25.0
03885	35.0
03909	45.0
04011	45.0
04015	35.0
04032	56.0
04046	40.0
04056	56.0
04074	45.0
04085	56.0
04086	37.5
04093	25.0
04096	26.5
04101	18.8
04102	50.0
04103	25.0
04106	25.0
04108	35.0
04210	37.5
04240	34.285714285714285
04255	35.0
04258	45.0
04259	53.0
04287	35.0
04309	25.0
04330	45.0
04456	25.0
04457	35.0
04473	30.0
04576	18.0
04578	45.0
04849	50.0
04901	23.666666666666668
04915	18.0
05055	34.0
05070	18.0
05273	18.0
05345	25.0
05346	25.0
05401	28.333333333333332
05448	25.0
05602	40.0
05667	1.0
06032	56.0
06033	50.0
06040	38.0
06043	50.0
06071	56.0
06074	30.0
06082	49.25
06096	25.0
06107	25.0
06108	35.0
06110	35.0
06111	25.0
06114	21.5
06118	56.0
06119	35.0
06268	18.0
06279	18.0
06320	18.0
06360	18.0
06403	35.0
06405	40.5
06416	45.0
06417	30.0
06430	34.333333333333336
06437	28.5
06451	25.0
06459	18.0
06460	28.333333333333332
06510	21.5
06511	28.0
06512	35.0
06513	45.0
06516	25.0
06520	18.0
06614	1.0
